Title,Artist,Lyrics
Wobble Up (feat. Nicki Minaj & G-Eazy),Chris Brown feat. Nicki Minaj & G-Eazy,"Haha, haha, haha, ha

Monkey on the dick, monkey on the dick (ooh, ooh)
Monkey on the dick, monkey on the dick

Baby, show me that shit
Show me love, show me, show me love
Show me that shit
Show me love, show me, show me love
Wobble on the dick
Wobble up, wobble, wobble up
Wobble on the dick
Wobble up, wobble, wobble up
Show me that shit
Show me love, show me, show me love
Show me that shit
Show me love, show me, show me love
Wobble on the dick
Wobble up, wobble, wobble up
Wobble on the dick
Wobble up, wobble, wobble up

You see a nigga got money, you ain't twerkin' for nothing
If my dick out, then you better start suckin' or something
Pay your own rent, got your own check, you don't need me
Pussy is the best, that's why a nigga hella greedy (Greedy)
Huh, and you ain't out here lookin' for love
'Cause you done had your heart broke, and you've had enough
Huh, your ex nigga, he was dumb as fuck
Soon as I gave her the dick, she fallin' in love

Monkey on the dick, monkey on the dick (Ooh, ooh)
Monkey on the dick, monkey on the dick

Baby, show me that shit
Show me love, show me, show me love
Show me that shit
Show me love, show me show me love
Wobble on the dick
Wobble up, wobble, wobble up
Wobble on the dick
Wobble up, wobble, wobble up
Show me that shit
Show me love, show me, show me love
Show me that shit
Show me love, show me, show me love
..."
Him & I (Mixed),G-Eazy feat. Halsey,"Cross my heart, hope to die
To my lover, I'd never lie
He said ""be true"", I swear I'll try
In the end, it's him and I
He's out his head, I'm out my mind
We got that love, the crazy kind
I am his and he is mine
In the end, it's him and I, him and I
My '65 speeding up the PCH, a hell of a ride
They don't wanna see us make it, they just wanna divide
2017 Bonnie and Clyde
Wouldn't see the point of living on if one of us died, yeah
Got that kind of style everybody try to rip off
YSL dress under when she takes the mink off
Silk on her body, pull it down and watch it slip off
Ever catch me cheating, she would try to cut my (ha-ha-ha)
Crazy, but I love her, I could never run from her
Hit it, no rubber, never would no one touch her
Swear we drive each other mad, she be so stubborn
But, what the fuck is love with no pain, no suffer
Intense, this shit, it gets dense
She knows when I'm out of it like she could just sense
If I had a million dollars or was down to ten cents
She'd be down for whatever, never gotta convince (you know?)
Cross my heart, hope to die
To my lover, I'd never lie (I love you, baby)
He said ""be true"", I swear I'll try
In the end, it's him and I
He's out his head, I'm out my mind
We got that love, the crazy kind
I am his and he is mine
In the end, it's him and I
Him and I
Woah-oh-oh-oh-oh
..."
Moana,G-Eazy feat. Jack Harlow,"Zaytoven

I don't wanna hear about no drama (nada)
The check ain't right if it ain't no commas (ooh)
Know she been saying that she's faithful to you (faithful)
But she been lying like Osama (like Osama)
I miss Obama (I do)
I went to Drama's, he got his own sauna
Better come get her, 'cause your ho on us
Got a - from Samoa, look like Moana (ooh)

Smoking on marijuana (uh)
Go ahead and roll one up (uh)
I got a whole squad, got a whole lineup (yee)
Oh, you tryna put a show on, huh? (Ayy, uh)

Here I go, na, na
I know a Keshia and I know Lana
They try to get me back, but I'm like, ""No, nah, nah""
I'm sorry, I don't want no drama, nah
That's a hard no, pass
My house real big and my car go fast
In the club smokin' Jack Harlow's gas
But I'm about to do the drugs that Carlos has

..."
Same Bitches (feat. G-Eazy & YG),Post Malone feat. G-Eazy & YG,"Yeah (yeah)

I been in L.A. too long
How I see the same bitches everywhere I go?
It don't really matter where they from
Actin' or a model, heard it all before
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah
Population four million, how I see the same bitches?
(How I see the same bitches?) Yeah, yeah, yeah

I hit your DM, baby
Took the screenshot, yeah, you tried to play me
I bet this shit was good for your reputation
I just let it go, so I could see you naked

Holy moly, look at what you rolled in
Million followers, but your bumpers broken
What's your focus? Tell me what your goal is
I know you only like me

'Cause I just spent a hundred bands in one night
Spent a hundred bands in one night
I know you wanna live this life
But I can't make a hoe a housewife, oh, no

What's your name? Who's your daddy?
Is he rich like me? Is he rich like me?
Yeah, yeah, yeah (ayy)

I been in L.A. too long
How I see the same bitches everywhere I go?
..."
"Me, Myself & I - Viceroy Remix","G-Eazy, Bebe Rexha & Viceroy","Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

And as far as I can see, I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me
Give the world what they're tryna see
A Stella Maxwell right beside of me
A Ferrari, I'm buyin' three
A closet of Saint Laurent, get what I want when I want
Cause this hunger is driving me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speaking on
If time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends
We don't take L's, we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends

Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
And it's keeping me alive
(Keeps me alive)
..."
You & Me,Marc E. Bassy feat. G-Eazy,"Girl you party all the time
Don't let me stay on your mind
Adderall and cheap wine
Just to stay awake in conversation
We were always so damn insecure
So how could we ever know for sure?
And disregard the way I know we feel
That would make this city way too real

If we bump into each other
On a crowded street
It's not us no more
It's just you and me
We're just strangers in passing casually
It's not us no more
It's just you and me, oh, yeah

It's not us no more
It's just you and me, oh, yeah

The shirt on my back with the rips (with the rips)
Yeah, gems in my golden necklace
You didn't give me none of this (you didn't give me)
There's nothing for me to miss
..."
Sober (feat. Charlie Puth),G-Eazy feat. Charlie Puth,"Oh, I know that I'll regret this when I'm sober
But, every shot I'm getting closer, getting closer
Is it true that 80 proof is the reason I'm with you?
Oh, I know that I'll regret this when it's over

Ooh-ooh, ooh-ooh (You know)
Ooh-ooh, ooh (Story of my fucking life, haha)
I just know that I'll regret this when it's over (Eazy)

Uh, yeah, I might regret this when tomorrow comes
But, them drunk nights are more fun than sober ones
With every shot, they're like, aw, here Kobe comes
But I got this bad bitch trying to throw me buns
If I listened to my Uncs, all them older ones
They all talk about karma, how it slowly comes (Uh)
But, life is short, enjoy it while you're young
Spend my bank account tonight and have to borrow funds

It all started with a light glass
Now I'm asking, how long could tonight last?
Man, she had an eeh face but a tight ass
If I had a shot less, then I might pass
But, I'm faded and I got a little sedated
..."
Lady Killers (feat. Hoodie Allen),G-Eazy feat. Hoodie Allen,"Got on my leather jacket, thriller
We show'n up the miller
Man I'm a lady killer, if I want her I'ma steal her
I promise I could make her fly away like caterpillars
So if you don't know by now then you should probably get familiar
My, my leather jacket, thriller
There sure ain't nothin' iller
Man I'm a lady killer, if I want her I'ma steal her
I promise I could make her fly away like caterpillars
So if you don't know by now then you should probably get familiar
So if you don't know by now then you should probably get familiar
So if you don't know by now then you should probably get familiar

I been through like a hundred cities
Signed a thousand titties, I'm talkin' millions of bitties
I'm a dog, I chase that kitty, if your girlfriend is pretty
Chances are I'm tryin' to snatch so I could slay and take her with me
Bro I'm the man, did you not know that?
Your girl want me to take a picture with her on her Kodak
And you're so whack, she knows that
I be where the coke and smoke at
..."
Calm Down,G-Eazy,"My love is, working hard yadadamean?
My love is, working hard yadadamean?

I've been sitting on the charts like a beach chair
My last album, spent 52 weeks there
Almost finished with the second, you should be scared
Storms coming you should go inside and prepare
No shortcuts there ain't no cheats there
I brought the whole city out like a street fair, yeah
And fuck it I'm the coldest white rapper in the game
Since the one with the bleached hair

Yeah, you love it when I talk shit
I get around, yeah I'm on my 2Pac shit
I kinda feel there's no girl I could not get
I'm not found at the function if it's not lit
Yeah, it's nothin' that no one can tell me
..."
Let's Get Lost (feat. Devon Baldwin),G-Eazy feat. Devon Baldwin,"Take me down
Take me all the way down tonight, soon I'll be leaving
Break me down
Break me all the way down, before the night is over
(Over)
Let's get lost, Let's get lost
Let's get lost, Let's get lost

What it is, what it could be?
My imagination runs fast
Only if you comin' with me
4 AM staying up past
Or however long these drugs last
Don't know why I live so fast
They be telling me to slow down
I be screaming out ""fuck that!""
I really wanna take you down
Moaning is how I wanna make you sound
Can't wait until I get you home
Fuck that I wanna take you now
Let's do it all - have a ball
Up tonight in the ladies' room stall
Follow you there I'll let you make the call
You can text all your friends say you'll see them tomorrow
That's if you're down
She never fucked the first night until now
Let me, plow
Faded, I'm drunk off the brown
..."
